x_spline,y_spline,y_spline_smoothed
9.923880613045272185e+03,7.334404414913233268e+02,7.233386097388328153e+02
9.951914174099072625e+03,7.352207280237519171e+02,7.251162084456730099e+02
9.979947735152871246e+03,7.369470938822854578e+02,7.268910451871572604e+02
1.000798129620667169e+04,7.383124174889811684e+02,7.286630191477634071e+02
1.003601485726047213e+04,7.393066157480938045e+02,7.304320293998509896e+02
1.006404841831427257e+04,7.401855628632708886e+02,7.321979729382186406e+02
1.009208197936807301e+04,7.414216465077432758e+02,7.339607448533402021e+02
1.012011554042187345e+04,7.429290101555877754e+02,7.357202393353408070e+02
1.014814910147567389e+04,7.448056986544102074e+02,7.374763542191840315e+02
1.017618266252947251e+04,7.467963770959263456e+02,7.392289902968825572e+02
1.020421622358327295e+04,7.489145600940645409e+02,7.409780441336297372e+02
1.023224978463707339e+04,7.510386066994650491e+02,7.427234120555915524e+02
1.026028334569087383e+04,7.531335813891774933e+02,7.444649885739502224e+02
1.028831690674467427e+04,7.553129278507710751e+02,7.462026706960720048e+02
1.031635046779847471e+04,7.577476693888005457e+02,7.479363564943797655e+02
1.034438402885227515e+04,7.595728634170176292e+02,7.496659457683433629e+02
1.037241758990607559e+04,7.613157223172336217e+02,7.513913427584784586e+02
1.040045115095987421e+04,7.626258323063984790e+02,7.531124497139119285e+02
1.042848471201367465e+04,7.642023893993125512e+02,7.548291758312419688e+02
1.045651827306747509e+04,7.657540820240307085e+02,7.565414354672119543e+02
1.048455183412127553e+04,7.668820851350114935e+02,7.582491442052642014e+02
1.051258539517507597e+04,7.682627709410880925e+02,7.599522149359246441e+02
1.054061895622887641e+04,7.696143047357811611e+02,7.616505569729572471e+02
1.056865251728267685e+04,7.709900130402299965e+02,7.633440892834712486e+02
1.059668607833647729e+04,7.722594768328021928e+02,7.650327371619757741e+02
1.062471963939027592e+04,7.737654545326920470e+02,7.667164306149485355e+02
1.065275320044407636e+04,7.759275150839625894e+02,7.683951005518438251e+02
1.068078676149787680e+04,7.779887000899093437e+02,7.700686773845814059e+02
1.070882032255167724e+04,7.791746190290061804e+02,7.717370910889652578e+02
1.073685388360547768e+04,7.803670569297381689e+02,7.734002769359602780e+02
