x_spline,y_spline,y_spline_smoothed
7.585881621158334019e+04,1.657908885519164869e+03,1.661137829307830771e+03
7.588684977263714245e+04,1.658004233553968788e+03,1.661367823113065924e+03
7.591488333369094471e+04,1.658700928031920057e+03,1.661599060964571208e+03
7.594291689474474697e+04,1.660048749341704479e+03,1.661831623426486203e+03
7.597095045579854923e+04,1.661256869790517612e+03,1.662065585244092745e+03
7.599898401685235149e+04,1.661504025416345485e+03,1.662301016789765299e+03
7.602701757790615375e+04,1.661038097295274611e+03,1.662537990556282921e+03
7.605505113895994145e+04,1.660490616431779017e+03,1.662776579225639580e+03
7.608308470001374371e+04,1.660459358214263148e+03,1.663016861301359540e+03
7.611111826106754597e+04,1.660949923554897850e+03,1.663258912812188782e+03
7.613915182212134823e+04,1.661511141570271548e+03,1.663502806548170156e+03
7.616718538317515049e+04,1.661489126030158332e+03,1.663748619402794702e+03
7.619521894422895275e+04,1.660905739689095299e+03,1.663996419960514686e+03
7.622325250528275501e+04,1.660375708468166977e+03,1.664246274473747008e+03
7.625128606633655727e+04,1.660122264120858517e+03,1.664498250965160651e+03
7.627931962739034498e+04,1.660496013240240927e+03,1.664752418234483002e+03
7.630735318844414724e+04,1.660890082847349049e+03,1.665008845215352494e+03
7.633538674949794949e+04,1.660985896866885241e+03,1.665267591607734403e+03
7.636342031055175175e+04,1.661068226161896064e+03,1.665528715478261347e+03
7.639145387160555401e+04,1.660889710390383698e+03,1.665792278350088282e+03
7.641948743265935627e+04,1.660634288338661236e+03,1.666058339892310642e+03
7.644752099371315853e+04,1.660428806426055644e+03,1.666326959980771335e+03
7.647555455476694624e+04,1.660384021188032875e+03,1.666598194075769698e+03
7.650358811582074850e+04,1.660211094073633831e+03,1.666872095848503477e+03
7.653162167687455076e+04,1.659972398554760275e+03,1.667148716255117051e+03
7.655965523792835302e+04,1.659613917431302525e+03,1.667428102541530507e+03
7.658768879898215528e+04,1.659388198687074009e+03,1.667710300487991617e+03
7.661572236003595754e+04,1.659381133382835969e+03,1.667995352315384480e+03
7.664375592108975979e+04,1.659360881145751137e+03,1.668283300725276604e+03
7.667178948214354750e+04,1.659325063436300752e+03,1.668574187834023178e+03
7.669982304319734976e+04,1.659324533836338333e+03,1.668868053130415319e+03
7.672785660425115202e+04,1.659309890370696849e+03,1.669164932985785072e+03
7.675589016530495428e+04,1.659498200017719000e+03,1.669464859638301050e+03
7.678392372635875654e+04,1.659501925860935899e+03,1.669767867376937602e+03
7.681195728741255880e+04,1.659360307923853497e+03,1.670073985418551274e+03
7.683999084846636106e+04,1.659442608436694854e+03,1.670383238855391710e+03
7.686802440952014877e+04,1.659801911739994011e+03,1.670695651841670269e+03
7.689605797057395102e+04,1.660158747378266071e+03,1.671011243025504200e+03
7.692409153162775328e+04,1.660210953251751107e+03,1.671330037562883035e+03
7.695212509268155554e+04,1.660039788973370833e+03,1.671652053130590730e+03
7.698015865373535780e+04,1.659981038480275402e+03,1.671977301601646104e+03
7.700819221478916006e+04,1.660270420766569487e+03,1.672305789283919239e+03
7.703622577584296232e+04,1.660848762329685997e+03,1.672637519136727406e+03
7.706425933689675003e+04,1.661764961768509011e+03,1.672972498774024871e+03
7.709229289795055229e+04,1.662670142035659183e+03,1.673310732263867521e+03
7.712032645900435455e+04,1.663468720459930637e+03,1.673652221327328107e+03
7.714836002005815681e+04,1.663933950740696218e+03,1.673996963128687639e+03
7.717639358111195907e+04,1.664436734013786918e+03,1.674344952401439969e+03
7.720442714216576132e+04,1.665150700580353032e+03,1.674696181441475119e+03
7.723246070321956358e+04,1.666019796161908971e+03,1.675050639181251199e+03
7.726049426427335129e+04,1.667146234879642407e+03,1.675408317808792390e+03
7.728852782532715355e+04,1.668052224430709657e+03,1.675769208537931490e+03
7.731656138638095581e+04,1.668952498226680291e+03,1.676133296175350097e+03
7.734459494743475807e+04,1.669512316754188987e+03,1.676500558757493081e+03
7.737262850848856033e+04,1.669800441220671246e+03,1.676870967421050182e+03
7.740066206954236259e+04,1.670206376069756516e+03,1.677244496271124035e+03
7.742869563059616485e+04,1.670636298724248945e+03,1.677621119723943593e+03
7.745672919164995255e+04,1.671283486304242160e+03,1.678000807984760741e+03
7.748476275270375481e+04,1.671824704516342081e+03,1.678383529794297829e+03
7.751279631375755707e+04,1.672613008496460679e+03,1.678769251051232914e+03
7.754082987481135933e+04,1.673369748552459896e+03,1.679157937048499434e+03
7.756886343586516159e+04,1.673679447160199061e+03,1.679549551535976207e+03
7.759689699691896385e+04,1.673971906217827836e+03,1.679944055408530858e+03
7.762493055797276611e+04,1.674449488516595466e+03,1.680341406733994972e+03
7.765296411902655382e+04,1.675258902762787784e+03,1.680741560567320903e+03
7.768099768008035608e+04,1.676073325479216010e+03,1.681144471284912697e+03
7.770903124113415834e+04,1.676767744278360396e+03,1.681550092089846203e+03
7.773706480218796059e+04,1.677780767839753480e+03,1.681958375584758414e+03
7.776509836324176285e+04,1.678995129215873249e+03,1.682369272180517328e+03
7.779313192429556511e+04,1.680060679427619334e+03,1.682782730391005998e+03
7.782116548534936737e+04,1.680827026307503047e+03,1.683198695648278317e+03
7.784919904640315508e+04,1.681417818290223067e+03,1.683617112925547644e+03
7.787723260745695734e+04,1.681856506675199171e+03,1.684037925995049363e+03
7.790526616851075960e+04,1.682474709453714695e+03,1.684461076745719311e+03
7.793329972956456186e+04,1.683249912920687620e+03,1.684886506222226899e+03
7.796133329061836412e+04,1.683928849159248784e+03,1.685314155743246374e+03
7.798936685167216638e+04,1.684482743878919337e+03,1.685743966769044391e+03
7.801740041272596864e+04,1.684905886062390209e+03,1.686175878460446484e+03
7.804543397377975634e+04,1.685404753117809150e+03,1.686609826953411357e+03
7.807346753483355860e+04,1.686194241799655401e+03,1.687045747348483474e+03
7.810150109588736086e+04,1.687066146708265933e+03,1.687483575492512273e+03
7.812953465694116312e+04,1.687816470372735921e+03,1.687923247323260512e+03
7.815756821799496538e+04,1.688510242846088659e+03,1.688364697467686710e+03
7.818560177904876764e+04,1.689220543056363567e+03,1.688807858751553340e+03
7.821363534010256990e+04,1.690098586118914227e+03,1.689252663613321602e+03
7.824166890115635761e+04,1.690962777066613853e+03,1.689699043748964868e+03
7.826970246221015987e+04,1.691598526065939495e+03,1.690146932491485131e+03
7.829773602326396212e+04,1.692112533922191915e+03,1.690596263300982628e+03
7.832576958431776438e+04,1.692531178424554582e+03,1.691046969287187949e+03
7.835380314537156664e+04,1.692981033545768923e+03,1.691498981130787570e+03
7.838183670642536890e+04,1.693598125097988941e+03,1.691952227047252336e+03
7.840987026747917116e+04,1.694212516469932780e+03,1.692406634576275565e+03
7.843790382853295887e+04,1.694775377325676800e+03,1.692862130389866252e+03
7.846593738958676113e+04,1.695188766286544251e+03,1.693318643957462655e+03
7.849397095064056339e+04,1.695654291428640590e+03,1.693776108251500546e+03
7.852200451169436565e+04,1.696357316121944677e+03,1.694234457378149500e+03
7.855003807274816791e+04,1.697244240214514321e+03,1.694693624030285719e+03
7.857807163380197017e+04,1.697797555459920659e+03,1.695153538641294062e+03
7.860610519485577242e+04,1.698227229907183300e+03,1.695614132482662626e+03
7.863413875590956013e+04,1.698499153596573933e+03,1.696075337832893638e+03
7.866217231696336239e+04,1.698778220609374557e+03,1.696537087833016130e+03
7.869020587801716465e+04,1.699038202570479825e+03,1.696999315526308010e+03
7.871823943907096691e+04,1.699315615945121408e+03,1.697461953969952219e+03
7.874627300012476917e+04,1.699625580540108103e+03,1.697924935635134261e+03
7.877430656117857143e+04,1.699886237631895028e+03,1.698388191729677374e+03
7.880234012223237369e+04,1.700082129948252259e+03,1.698851655446501582e+03
7.883037368328617595e+04,1.700295549223380249e+03,1.699315259897041869e+03
7.885840724433996365e+04,1.700454153044275017e+03,1.699778939108060968e+03
7.888644080539376591e+04,1.700692304963062497e+03,1.700242628182436192e+03
7.891447436644756817e+04,1.701144938004453479e+03,1.700706265772507550e+03
7.894250792750137043e+04,1.701650471029534401e+03,1.701169790118072342e+03
7.897054148855517269e+04,1.702422044022435557e+03,1.701633137756655969e+03
7.899857504960897495e+04,1.703113332233864412e+03,1.702096244588617765e+03
7.902660861066277721e+04,1.704035949486897607e+03,1.702559047581120922e+03
7.905464217171656492e+04,1.704860089792528925e+03,1.703021487806005325e+03
7.908267573277036718e+04,1.705109158017173741e+03,1.703483503449965838e+03
7.911070929382416944e+04,1.705295761122167505e+03,1.703945034097725056e+03
7.913874285487797169e+04,1.705616456143299956e+03,1.704406020245821992e+03
7.916677641593177395e+04,1.706023862110615937e+03,1.704866403368010197e+03
7.919480997698557621e+04,1.706282007829984195e+03,1.705326127141772304e+03
7.922284353803937847e+04,1.706422540016083531e+03,1.705785134182721549e+03
7.925087709909316618e+04,1.706734895804499502e+03,1.706243368986567248e+03
7.927891066014696844e+04,1.707201145464737692e+03,1.706700774840832310e+03
7.930694422120077070e+04,1.707620614252714404e+03,1.707157296047470709e+03
7.933497778225457296e+04,1.707745005325494731e+03,1.707612878131499201e+03
7.936301134330837522e+04,1.707746320976292509e+03,1.708067467075463583e+03
7.939104490436217748e+04,1.707960686210880340e+03,1.708521010458855471e+03
7.941907846541597974e+04,1.708568181713628746e+03,1.708973456447265107e+03
7.944711202646976744e+04,1.709531551084941839e+03,1.709424754799633092e+03
7.947514558752356970e+04,1.710450452092128671e+03,1.709874855891410562e+03
7.950317914857737196e+04,1.711052351682732024e+03,1.710323711767220402e+03
7.953121270963117422e+04,1.711319538163523021e+03,1.710771274639655530e+03
7.955924627068497648e+04,1.711682550929569288e+03,1.711217498551611925e+03
7.958727983173877874e+04,1.712218312123061423e+03,1.711662337392767313e+03
7.961531339279258100e+04,1.712745915350923269e+03,1.712105744973919627e+03
7.964334695384636871e+04,1.713613939849994495e+03,1.712547674896466560e+03
7.967138051490017097e+04,1.714503008438063034e+03,1.712988081717161094e+03
7.969941407595397322e+04,1.715241817058407378e+03,1.713426923646602518e+03
7.972744763700777548e+04,1.715738731157535085e+03,1.713864159511203297e+03
7.975548119806157774e+04,1.715848070329392385e+03,1.714299747840253303e+03
7.978351475911538000e+04,1.716273718847203554e+03,1.714733645939014878e+03
7.981154832016918226e+04,1.716720332986414633e+03,1.715165812863872361e+03
7.983958188122296997e+04,1.717234653652787529e+03,1.715596209656422161e+03
7.986761544227677223e+04,1.718134336755505046e+03,1.716024799426979143e+03
7.989564900333057449e+04,1.718717247186297755e+03,1.716451546266212517e+03
7.992368256438437675e+04,1.718743256990047712e+03,1.716876413889209516e+03
7.995171612543817901e+04,1.718198839812999950e+03,1.717299366471224175e+03
7.997974968649198127e+04,1.717711449325911644e+03,1.717720368782319383e+03
8.000778324754578352e+04,1.717479240746250298e+03,1.718139387587812053e+03
8.003581680859957123e+04,1.717303731267634021e+03,1.718556388114579022e+03
8.006385036965337349e+04,1.717891876544966181e+03,1.718971336619609474e+03
8.009188393070717575e+04,1.719389106049391103e+03,1.719384200404314242e+03
8.011991749176097801e+04,1.721594127450086717e+03,1.719794948565548339e+03
8.014795105281478027e+04,1.723581625888074086e+03,1.720203552053124668e+03
8.017598461386858253e+04,1.724856810430845826e+03,1.720609980465666467e+03
8.020401817492238479e+04,1.725623035341770674e+03,1.721014207630276815e+03
8.023205173597617249e+04,1.726047160435512751e+03,1.721416209670637500e+03
8.026008529702997475e+04,1.726331949970319101e+03,1.721815963317818841e+03
8.028811885808377701e+04,1.726717098003155570e+03,1.722213445221099164e+03
8.031615241913757927e+04,1.727288463745040872e+03,1.722608627680154768e+03
8.034418598019138153e+04,1.727711272598712185e+03,1.723001484438792886e+03
8.037221954124518379e+04,1.728240954693113963e+03,1.723391990669557345e+03
8.040025310229898605e+04,1.728669246037638914e+03,1.723780123401581704e+03
8.042828666335277376e+04,1.729155050411783122e+03,1.724165861743789719e+03
8.045632022440657602e+04,1.729626360220903280e+03,1.724549185174706508e+03
8.048435378546037828e+04,1.729806550945809477e+03,1.724930074102090202e+03
8.051238734651418054e+04,1.730054898669153772e+03,1.725308508213011010e+03
8.054042090756798279e+04,1.730338539168958050e+03,1.725684469196901546e+03
8.056845446862178505e+04,1.730759247748987491e+03,1.726057940256123857e+03
8.059648802967558731e+04,1.731422033648733986e+03,1.726428905672214796e+03
8.062452159072937502e+04,1.732030820838398768e+03,1.726797349948598367e+03
8.065255515178317728e+04,1.732629901501939457e+03,1.727163256330587956e+03
8.068058871283697954e+04,1.733127371816840650e+03,1.727526609767427317e+03
8.070862227389078180e+04,1.733563751709325970e+03,1.727887397559392866e+03
8.073665583494458406e+04,1.733778478014102575e+03,1.728245607357172048e+03
8.076468939599838632e+04,1.734038709418709232e+03,1.728601229274953766e+03
8.079272295705218858e+04,1.734434416741274163e+03,1.728954251728238660e+03
8.082075651810597628e+04,1.734911940321183238e+03,1.729304662466596710e+03
8.084879007915977854e+04,1.735460469831054979e+03,1.729652448947553466e+03
8.087682364021358080e+04,1.735808171963941732e+03,1.729997598837682062e+03
8.090485720126738306e+04,1.735971387006852410e+03,1.730340102175698803e+03
8.093289076232118532e+04,1.736014579619937876e+03,1.730679950346799615e+03
8.096092432337498758e+04,1.736103193940483152e+03,1.731017137721026756e+03
8.098895788442878984e+04,1.736402164462080918e+03,1.731351658511978258e+03
8.101699144548257755e+04,1.736893816831364347e+03,1.731683506680504934e+03
8.104502500653637981e+04,1.737644455938605915e+03,1.732012674356334173e+03
8.107305856759018207e+04,1.738654673479665462e+03,1.732339154113684117e+03
8.110109212864398432e+04,1.739540409811759673e+03,1.732662942053354755e+03
8.112912568969778658e+04,1.740221247611869785e+03,1.732984035588539427e+03
8.115715925075158884e+04,1.740331892850862005e+03,1.733302429111436595e+03
8.118519281180539110e+04,1.739815117951811317e+03,1.733618122271892616e+03
8.121322637285917881e+04,1.739133791772767609e+03,1.733931112090337137e+03
8.124125993391298107e+04,1.738778626823914919e+03,1.734241396914486586e+03
8.126929349496678333e+04,1.739247627492147558e+03,1.734548972267915133e+03
8.129732705602058559e+04,1.739640248643318955e+03,1.734853830194554348e+03
8.132536061707438785e+04,1.739667906534083158e+03,1.735155970648659377e+03
8.135339417812819011e+04,1.739605671837188083e+03,1.735455389464705831e+03
8.138142773918199237e+04,1.739698037143452439e+03,1.735752084209060286e+03
8.140946130023578007e+04,1.740102080245796060e+03,1.736046052961371515e+03
8.143749486128958233e+04,1.740469623260393973e+03,1.736337294164487957e+03
8.146552842234338459e+04,1.740794714002305682e+03,1.736625808294382523e+03
8.149356198339718685e+04,1.741085057803497421e+03,1.736911594451003566e+03
8.152159554445098911e+04,1.741409345737178000e+03,1.737194650441422255e+03
8.154962910550479137e+04,1.741884263438076232e+03,1.737474974252495940e+03
8.157766266655859363e+04,1.742287723955987303e+03,1.737752563453818766e+03
8.160569622761239589e+04,1.742577477772061229e+03,1.738027416575607731e+03
8.163372978866618359e+04,1.742898105530169232e+03,1.738299533794109948e+03
8.166176334971998585e+04,1.743317631921582006e+03,1.738568914498503318e+03
8.168979691077378811e+04,1.743669547287803653e+03,1.738835557749829150e+03
8.171783047182759037e+04,1.743908906929128989e+03,1.739099463303831271e+03
8.174586403288139263e+04,1.744214128232202711e+03,1.739360631085414298e+03
8.177389759393519489e+04,1.744702701798798444e+03,1.739619061390504385e+03
8.180193115498899715e+04,1.745071354774348492e+03,1.739874754387271878e+03
8.182996471604278486e+04,1.745173258294784091e+03,1.740127708395064019e+03
8.185799827709658712e+04,1.745194371521695984e+03,1.740377921589775497e+03
8.188603183815038938e+04,1.745098526617971856e+03,1.740625392279545167e+03
8.191406539920419164e+04,1.744676228573914841e+03,1.740870118437257133e+03
8.194209896025799389e+04,1.744096920800311409e+03,1.741112099522616290e+03
8.197013252131179615e+04,1.743568216240558058e+03,1.741351334417482576e+03
8.199816608236559841e+04,1.743262650075571401e+03,1.741587822180616513e+03
8.202619964341938612e+04,1.742853292879208084e+03,1.741821563016155778e+03
8.205423320447318838e+04,1.742297916931739564e+03,1.742052555828849108e+03
8.208226676552699064e+04,1.742089224222839903e+03,1.742280798184656078e+03
8.211030032658079290e+04,1.742330036879534191e+03,1.742506287179783840e+03
8.213833388763459516e+04,1.742514750447151528e+03,1.742729021187895341e+03
8.216636744868839742e+04,1.742377748756849542e+03,1.742948998454088269e+03
8.219440100974219968e+04,1.742122875981331845e+03,1.743166217286926894e+03
8.222243457079598738e+04,1.741913111389925916e+03,1.743380675373335635e+03
8.225046813184978964e+04,1.741841488195297870e+03,1.743592371136980091e+03
8.227850169290359190e+04,1.741555825608557825e+03,1.743801303997422110e+03
8.230653525395739416e+04,1.741294535208113302e+03,1.744007471949608998e+03
8.233456881501119642e+04,1.741194276149202778e+03,1.744210873262007453e+03
8.236260237606499868e+04,1.741248943133590728e+03,1.744411506183756728e+03
8.239063593711880094e+04,1.741518811950779764e+03,1.744609369077237488e+03
8.241866949817258865e+04,1.741712067062188680e+03,1.744804462450630808e+03
8.244670305922639091e+04,1.741647454476933945e+03,1.744996787309735964e+03
8.247473662028019316e+04,1.741555736623473649e+03,1.745186343763648438e+03
8.250277018133399542e+04,1.741646117043047070e+03,1.745373130668826207e+03
8.253080374238779768e+04,1.742145278384042740e+03,1.745557147756632048e+03
8.255883730344159994e+04,1.742683835514727889e+03,1.745738395627437058e+03
8.258687086449540220e+04,1.743057592185638896e+03,1.745916875344141999e+03
8.261490442554918991e+04,1.743290416038083322e+03,1.746092587007935663e+03
8.264293798660299217e+04,1.743442397936833004e+03,1.746265531478447201e+03
8.267097154765679443e+04,1.743419352420949281e+03,1.746435711171228149e+03
8.269900510871059669e+04,1.743393866576596793e+03,1.746603128027379853e+03
8.272703866976439895e+04,1.743728673398634555e+03,1.746767784824915680e+03
8.275507223081820121e+04,1.744229932530304950e+03,1.746929684611908442e+03
8.278310579187200346e+04,1.744913657241998180e+03,1.747088832737845905e+03
8.281113935292579117e+04,1.745481900738155446e+03,1.747245233752692684e+03
8.283917291397959343e+04,1.745323722880531022e+03,1.747398893479961316e+03
8.286720647503339569e+04,1.746923598797295881e+03,1.747549818422989802e+03
8.289524003608719795e+04,1.750818861356632169e+03,1.747698015027055135e+03
8.292327359714100021e+04,1.755603971245114508e+03,1.747843492400037576e+03
8.295130715819480247e+04,1.759424113985179247e+03,1.747986258848944090e+03
8.297934071924860473e+04,1.760136197529768424e+03,1.748126325182719029e+03
8.300737428030239244e+04,1.760140042628864876e+03,1.748263702861039746e+03
8.303540784135619469e+04,1.760100144622698508e+03,1.748398404202468555e+03
8.306344140240999695e+04,1.760025496847372096e+03,1.748530443205567735e+03
8.309147496346379921e+04,1.759964314870059070e+03,1.748659832339177228e+03
8.311950852451760147e+04,1.759853119762916322e+03,1.748786586969227301e+03
8.314754208557140373e+04,1.759993782465165168e+03,1.748910722014792327e+03
8.317557564662520599e+04,1.760202019962757959e+03,1.749032254972426244e+03
8.320360920767899370e+04,1.760489448880970485e+03,1.749151204943599851e+03
8.323164276873279596e+04,1.760568466345021079e+03,1.749267591773971844e+03
8.325967632978659822e+04,1.760169727047988772e+03,1.749381436323119487e+03
8.328770989084040048e+04,1.759677927890765886e+03,1.749492759381786072e+03
8.331574345189420274e+04,1.759327594953071639e+03,1.749601582972200958e+03
8.334377701294800499e+04,1.759515590141272241e+03,1.749707929786925888e+03
8.337181057400180725e+04,1.759941063251498690e+03,1.749811824941780969e+03
8.339984413505559496e+04,1.760229282642808357e+03,1.749913295670879961e+03
8.342787769610939722e+04,1.760152086015843679e+03,1.750012371084077813e+03
8.345591125716319948e+04,1.759737529434830549e+03,1.750109079602292240e+03
8.348394481821700174e+04,1.759142436137630966e+03,1.750203448781557654e+03
8.351197837927080400e+04,1.758477623720736574e+03,1.750295509021279713e+03
8.354001194032460626e+04,1.757815831261320454e+03,1.750385292243979166e+03
8.356804550137840852e+04,1.757768564077282463e+03,1.750472833295991450e+03
8.359607906243219622e+04,1.758301605224673722e+03,1.750558168779468133e+03
8.362411262348599848e+04,1.759183876548421267e+03,1.750641334975417521e+03
8.365214618453980074e+04,1.759934900790638267e+03,1.750722368328282528e+03
8.368017974559360300e+04,1.760047404466895387e+03,1.750801305604391473e+03
8.370821330664740526e+04,1.759974414173975219e+03,1.750878186237445789e+03
8.373624686770120752e+04,1.759972253518717253e+03,1.750953050515889117e+03
8.376428042875500978e+04,1.760166200977664175e+03,1.751025939468481056e+03
8.379231398980879749e+04,1.760129877750203605e+03,1.751096894084099858e+03
8.382034755086259975e+04,1.759641563721842203e+03,1.751165956565388797e+03
8.384838111191640201e+04,1.758907274337743956e+03,1.751233171794802274e+03
8.387641467297020426e+04,1.758545442590421771e+03,1.751298586433180162e+03
8.390444823402400652e+04,1.758699205901806181e+03,1.751362247423757708e+03
8.393248179507780878e+04,1.759313502079989348e+03,1.751424200813271682e+03
8.396051535613161104e+04,1.759898356960627098e+03,1.751484492605391779e+03
8.398854891718539875e+04,1.760166814364463562e+03,1.751543171443269785e+03
8.401658247823920101e+04,1.759418664003667345e+03,1.751600286380353737e+03
8.404461603929300327e+04,1.756937771926784990e+03,1.751655886534568253e+03
8.407264960034680553e+04,1.753778784892639351e+03,1.751710021560580344e+03
8.410068316140060779e+04,1.751274708209650498e+03,1.751762743094808457e+03
8.412871672245441005e+04,1.750091082627079004e+03,1.751814102204735946e+03
8.415675028350821231e+04,1.749707242183225389e+03,1.751864147976930326e+03
8.418478384456201456e+04,1.749149436763801759e+03,1.751912930327303684e+03
8.421281740561580227e+04,1.748612294740325751e+03,1.751960501339211532e+03
8.424085096666960453e+04,1.748386843734777585e+03,1.752006913857235986e+03
8.426888452772340679e+04,1.748395356778057476e+03,1.752052220535675133e+03
8.429691808877720905e+04,1.748604947321322470e+03,1.752096472023159095e+03
8.432495164983101131e+04,1.749167062906348065e+03,1.752139720816783665e+03
8.435298521088481357e+04,1.749776810470791816e+03,1.752182019227747332e+03
8.438101877193861583e+04,1.750028552865420352e+03,1.752223418468575574e+03
8.440905233299240354e+04,1.749769089488947202e+03,1.752263969994425452e+03
8.443708589404620579e+04,1.749200528004528906e+03,1.752303724559803868e+03
8.446511945510000805e+04,1.748710120806570558e+03,1.752342733033814284e+03
8.449315301615381031e+04,1.748306474878873587e+03,1.752381046394052419e+03
8.452118657720761257e+04,1.748363310663017955e+03,1.752418714250638914e+03
8.454922013826141483e+04,1.748897218550847811e+03,1.752455786096801603e+03
8.457725369931521709e+04,1.749556468556619393e+03,1.752492312123387592e+03
8.460528726036900480e+04,1.750106422977350121e+03,1.752528339881900820e+03
8.463332082142280706e+04,1.750170534478078707e+03,1.752563917286355718e+03
8.466135438247660932e+04,1.750362684741279281e+03,1.752599092239408492e+03
8.468938794353041158e+04,1.750453551469143349e+03,1.752633913113485505e+03
8.471742150458421384e+04,1.750393782690345688e+03,1.752668428222338434e+03
8.474545506563801609e+04,1.750504215766733296e+03,1.752702683245257504e+03
8.477348862669181835e+04,1.750400839656335393e+03,1.752736722662206375e+03
8.480152218774560606e+04,1.750584436654829688e+03,1.752770591360180333e+03
8.482955574879940832e+04,1.750540314931660305e+03,1.752804333419104069e+03
8.485758930985321058e+04,1.750661448424729542e+03,1.752837989782605064e+03
8.488562287090701284e+04,1.750827613111690880e+03,1.752871600331599439e+03
8.491365643196081510e+04,1.750863707817517025e+03,1.752905204372215849e+03
8.494168999301461736e+04,1.750433478475228867e+03,1.752938841036168014e+03
8.496972355406841962e+04,1.749432976048951332e+03,1.752972548904939913e+03
8.499775711512220732e+04,1.748462759774118240e+03,1.753006364752573063e+03
8.502579067617600958e+04,1.747846845611152730e+03,1.753040324063913204e+03
8.505382423722981184e+04,1.747462915633954935e+03,1.753074462952195745e+03
8.508185779828361410e+04,1.746694760531274824e+03,1.753108816166381757e+03
8.510989135933741636e+04,1.746101786276638222e+03,1.753143417908349875e+03
8.513792492039121862e+04,1.745888986373867283e+03,1.753178301454672464e+03
8.516595848144502088e+04,1.746380300673063402e+03,1.753213498467766840e+03
8.519399204249880859e+04,1.747129602551295193e+03,1.753249039528501726e+03
8.522202560355261085e+04,1.747554143481520214e+03,1.753284953995753995e+03
8.525005916460641311e+04,1.747725858423883892e+03,1.753321271529335945e+03
8.527809272566021536e+04,1.747522846882854537e+03,1.753358020053208975e+03
8.530612628671401762e+04,1.747626622639865218e+03,1.753395227234556387e+03
8.533415984776781988e+04,1.748019342388257201e+03,1.753432919634401060e+03
8.536219340882162214e+04,1.748787344380058585e+03,1.753471123466729068e+03
8.539022696987540985e+04,1.749205752483730976e+03,1.753509864966186797e+03
8.541826053092921211e+04,1.749096110190758054e+03,1.753549167320641800e+03
8.544629409198301437e+04,1.748888040926430449e+03,1.753589053441923170e+03
8.547432765303681663e+04,1.748851536898106815e+03,1.753629545205117438e+03
8.550236121409061889e+04,1.749502893266168940e+03,1.753670664421367519e+03
8.553039477514442115e+04,1.750099607100094772e+03,1.753712435321101339e+03
8.555842833619822341e+04,1.751005148661077556e+03,1.753754882938497985e+03
8.558646189725201111e+04,1.752010991538553526e+03,1.753798029361391855e+03
8.561449545830581337e+04,1.752908777081481048e+03,1.753841892221826129e+03
8.564252901935961563e+04,1.752990089575941056e+03,1.753886490058792560e+03
8.567056258041341789e+04,1.752200822283105481e+03,1.753931843532252515e+03
8.569859614146722015e+04,1.751420464878314988e+03,1.753977972748640241e+03
8.572662970252102241e+04,1.750809920024822304e+03,1.754024895961754055e+03
8.575466326357482467e+04,1.750302885242288085e+03,1.754072630138732166e+03
8.578269682462861238e+04,1.749394556444840873e+03,1.754121195940016378e+03
8.581073038568241464e+04,1.749081247948315649e+03,1.754170614902818215e+03
8.583876394673621689e+04,1.750518055251993474e+03,1.754220907998337680e+03
8.586679750779001915e+04,1.753284174018767089e+03,1.754272096105092714e+03
8.589483106884382141e+04,1.756224702100328614e+03,1.754324198822648214e+03
8.592286462989762367e+04,1.757980164348811513e+03,1.754377235800264998e+03
8.595089819095142593e+04,1.758294490916311133e+03,1.754431226652514852e+03
8.597893175200521364e+04,1.757961848276259161e+03,1.754486192255963942e+03
8.600696531305901590e+04,1.757512230483483791e+03,1.754542153462006581e+03
8.603499887411281816e+04,1.757297657218332688e+03,1.754599131794350114e+03
8.606303243516662042e+04,1.757504566443121121e+03,1.754657149706291648e+03
8.609106599622042268e+04,1.757822855567812212e+03,1.754716230553652849e+03
8.611909955727422494e+04,1.757635501477561775e+03,1.754776397733609429e+03
8.614713311832802719e+04,1.757502010097620087e+03,1.754837673856925221e+03
8.617516667938181490e+04,1.757706925412267765e+03,1.754900081846414650e+03
8.620320024043561716e+04,1.758229860833558860e+03,1.754963645224499714e+03
8.623123380148941942e+04,1.758954440444461852e+03,1.755028389282817443e+03
8.625926736254322168e+04,1.759144524432610751e+03,1.755094340807197568e+03
8.628730092359702394e+04,1.759010517844997139e+03,1.755161527031517153e+03
8.631533448465082620e+04,1.759002030293870575e+03,1.755229976446120418e+03
8.634336804570462846e+04,1.759095475023140807e+03,1.755299717210747076e+03
8.637140160675841616e+04,1.759375542306909892e+03,1.755370778606649537e+03
8.639943516781221842e+04,1.759503917609847349e+03,1.755443189753230627e+03
8.642746872886602068e+04,1.759486660415655706e+03,1.755516980234120865e+03
8.645550228991982294e+04,1.759511049730396053e+03,1.755592182000781804e+03
8.648353585097362520e+04,1.759452182296357705e+03,1.755668827612068299e+03
8.651156941202742746e+04,1.759012114541162873e+03,1.755746950882435613e+03
8.653960297308122972e+04,1.758496072730117021e+03,1.755826585872937358e+03
8.656763653413501743e+04,1.758394966093485891e+03,1.755907766796457963e+03
8.659567009518881969e+04,1.758739507548877100e+03,1.755990528699021752e+03
8.662370365624262195e+04,1.758915760694820847e+03,1.756074907568054186e+03
8.665173721729642421e+04,1.758665316682370303e+03,1.756160940984414083e+03
8.667977077835022646e+04,1.758352789018715839e+03,1.756248666113605395e+03
8.670780433940402872e+04,1.758215034127669696e+03,1.756338120212085414e+03
