Station;Year;Month;Day;Hour(utc);101;112;113;122;123;201;301;305;365;371;401;504;550;601;603;609;801
447500;1974;3;28;18;-17;;;;;;6;;210;210;;;;;;;0
447500;1974;3;29;0;-14;;;;;;4;;210;210;;;;;;;0
447500;1974;3;29;6;-19;;;;;;0;;0;0;;;;;;;0
447500;1974;3;29;12;-16;;;;;;1.9;;180;180;;;;;;;0
447500;1974;3;29;18;-19;;;;;;1.9;;240;240;;;;;;;0
447500;1974;3;30;0;-21;;;;;;1.9;;240;240;;;;;;;0
447500;1974;3;30;6;-16;;;;;;1.9;;220;220;;;;;;;0
447500;1974;3;30;12;-16;;;;;;0.9;;320;320;;;;;;;100
447500;1974;3;30;18;-8;;;;;;7.9;;60;60;;;;;;;100
447500;1974;3;31;0;-14;;;;;;5;;90;90;;;;;;;100
447500;1974;3;31;6;-16;;;;;;4;;90;90;;;;;;;100
447500;1974;3;31;12;-15;;;;;;1.9;;100;100;;;;;;;100
447500;1974;4;1;12;-16;;;;;;0.9;;270;270;;;;;;;100
447500;1974;4;1;18;-11;;;;;;1.9;;320;320;;;;;;;100
447500;1974;4;2;0;-16;;;;;;0;;0;0;;;;;;;0
447500;1974;4;2;6;-16;;;;;;0.9;;120;120;;;;;;;100
447500;1974;4;2;12;-16;;;;;;5;;120;120;;;;;;;50
447500;1974;4;2;18;-12;;;;;;5;;140;140;;;;;;;25
447500;1974;4;3;0;-27;;;;;;5;;230;230;;;;;;;
447500;1974;4;3;12;-27;;;;;;5;;240;240;;;;;;;0
447500;1974;4;3;18;-20;;;;;;5;;240;240;;;;;;;0
447500;1974;4;4;0;-21;;;;;;5;;220;220;;;;;;;0
447500;1974;4;4;18;-9;;;;;;9.9;;200;200;;;;;;;100
447500;1974;4;5;0;-20;;;;;;4;;190;190;;;;;;;0
447500;1974;4;5;6;;;;;;;4.1;;210;210;;;;;;;0
447500;1974;4;5;12;-21;;;;;;1.9;;180;180;;;;;;;0
447500;1974;4;5;18;-18;;;;;;4;;240;240;;;;;;;0
447500;1974;4;6;0;-28;;;;;;5;;230;230;;;;;;;0
447500;1974;4;6;6;-29;;;;;;8.9;;230;230;;;;;;;0
447500;1974;4;6;12;-25;;;;;;8.9;;240;240;;;;;;;0
447500;1974;4;7;0;-14;;;;;;6;;210;210;;;;;;;0
447500;1974;4;7;6;-7;;;;;;2.9;;200;200;;;;;;;0
447500;1974;4;7;12;-8;;;;;;1.9;;140;140;;;;;;;0
447500;1974;4;7;18;-8;;;;;;2.9;;90;90;;;;;;;100
447500;1974;4;8;6;-21;;;;;;4;;100;100;;;;;;;100
447500;1974;4;8;12;-17;;;;;;5;;90;90;;;;;;;100
447500;1974;4;9;0;-16;;;;;;5;;60;60;;;;;;;100
447500;1974;4;9;6;-16;;;;;;5;;50;50;;;;;;;100
447500;1974;4;9;18;-13;;;;;;9.9;;50;50;;;;;;;100
447500;1974;4;10;0;-14;;;;;;5;;80;80;;;;;;;100
447500;1974;4;10;6;;;;;;;1.9;;70;70;;;;;;;100
447500;1974;4;10;12;-14;;;;;;4;;360;360;;;;;;;100
447500;1974;4;10;18;-7;;;;;;9.9;;60;60;;;;;;;100
447500;1974;4;11;0;-17;;;;;;0;;0;0;;;;;;;100
447500;1974;4;11;6;-14;;;;;;0;;0;0;;;;;;;100
447500;1974;4;11;12;-13;;;;;;4;;210;210;;;;;;;0
447500;1974;4;11;18;-9;;;;;;1.9;;120;120;;;;;;;0
447500;1974;4;12;0;-19;;;;;;6;;140;140;;;;;;;0
447500;1974;4;12;6;-19;;;;;;2.9;;130;130;;;;;;;100
447500;1974;4;12;12;-16;;;;;;2.9;;90;90;;;;;;;75
447500;1974;4;12;18;-11;;;;;;6;;110;110;;;;;;;0
447500;1974;4;13;0;-12;;;;;;6;;140;140;;;;;;;100
447500;1974;4;13;6;-15;;;;;;2.9;;140;140;;;;;;;0
447500;1974;4;13;12;-12;;;;;;5;;120;120;;;;;;;75
447500;1974;4;13;18;-4;;;;;;2.9;;170;170;;;;;;;100
447500;1974;4;14;0;-9;;;;;;2.9;;170;170;;;;;;;100
447500;1974;4;14;6;-18;;;;;;2.9;;180;180;;;;;;;100
447500;1974;4;14;12;-15;;;;;;4;;180;180;;;;;;;0
447500;1974;4;14;18;-6;;;;;;2.9;;150;150;;;;;;;25
447500;1974;4;15;0;-13;;;;;;4;;150;150;;;;;;;0
447500;1974;4;15;6;-15;;;;;;2.9;;150;150;;;;;;;100
447500;1974;4;15;12;-4;;;;;;0;;0;0;;;;;;;100
447500;1974;4;16;0;-5;;;;;;2.9;;60;60;;;;;;;100
447500;1974;4;16;12;-4;;;;;;4;;90;90;;;;;;;100
447500;1974;4;16;18;-8;;;;;;1.9;;100;100;;;;;;;0
447500;1974;4;17;0;-11;;;;;;0.9;;120;120;;;;;;;100
447500;1974;4;17;6;;;;;;;0.9;;160;160;;;;;;;100
447500;1974;4;17;12;-11;;;;;;1.9;;80;80;;;;;;;100
447500;1974;4;17;18;-8;;;;;;5;;70;70;;;;;;;0
447500;1974;4;18;0;-9;;;;;;1.9;;50;50;;;;;;;0
447500;1974;4;18;6;-2;;;;;;6.9;;150;150;;;;;;;100
447500;1974;4;18;12;0;;;;;;9.9;;70;70;;;;;;;100
447500;1974;4;18;18;0;;;;;;6.9;;70;70;;;;;;;100
447500;1974;4;19;6;-4;;;;;;0;;0;0;;;;;;;100
447500;1974;4;19;12;-1;;;;;;1.9;;80;80;;;;;;;75
447500;1974;4;19;18;-1;;;;;;5;;80;80;;;;;;;90
447500;1974;4;20;0;-3;;;;;;1.9;;70;70;;;;;;;100
447500;1974;4;20;6;-4;;;;;;1.9;;90;90;;;;;;;100
447500;1974;4;20;18;5;;;;;;0;;0;0;;;;;;;60
447500;1974;4;21;0;-8;;;;;;4;;230;230;;;;;;;0
447500;1974;4;21;12;0;;;;;;1.9;;300;300;;;;;;;0
447500;1974;4;22;0;-13;;;;;;2.9;;90;90;;;;;;;100
447500;1974;4;22;18;-8;;;;;;8.9;;70;70;;;;;;;100
447500;1974;4;23;0;-12;;;;;;5;;120;120;;;;;;;100
447500;1974;4;23;6;-12;;;;;;0;;0;0;;;;;;;100
447500;1974;4;23;18;-3;;;;;;5;;50;50;;;;;;;100
447500;1974;4;24;0;-3;;;;;;9.9;;70;70;;;;;;;100
447500;1974;4;24;6;-3;;;;;;5;;60;60;;;;;;;100
447500;1974;4;24;12;-2;;;;;;6.9;;70;70;;;;;;;100
447500;1974;4;24;18;-1;;;;;;1.9;;80;80;;;;;;;100
447500;1974;4;25;0;-9;;;;;;4;;260;260;;;;;;;100
447500;1974;4;25;12;-6;;;;;;5;;80;80;;;;;;;75
447500;1974;4;25;18;-5;;;;;;2.9;;90;90;;;;;;;75
447500;1974;4;26;0;-7;;;;;;0.9;;190;190;;;;;;;0
447500;1974;4;26;6;-21;;;;;;4;;240;240;;;;;;;0
447500;1974;4;26;12;-12;;;;;;6.9;;250;250;;;;;;;0
447500;1974;4;26;18;-5;;;;;;5;;260;260;;;;;;;0
447500;1974;4;27;0;-12;;;;;;5;;230;230;;;;;;;0
447500;1974;4;27;6;-22;;;;;;4;;220;220;;;;;;;0
447500;1974;4;27;12;-5;;;;;;0.9;;130;130;;;;;;;0
447500;1974;4;27;18;-6;;;;;;5;;100;100;;;;;;;75
447500;1974;4;28;0;-9;;;;;;9.9;;90;90;;;;;;;100
447500;1974;4;28;6;-9;;;;;;9.9;;80;80;;;;;;;100
447500;1974;4;28;12;-8;;;;;;14.9;;60;60;;;;;;;100
447500;1974;4;28;18;-7;;;;;;14.9;;70;70;;;;;;;100
447500;1974;4;29;0;-9;;;;;;12;;70;70;;;;;;;100
447500;1974;4;29;12;-6;;;;;;13.9;;80;80;;;;;;;100
447500;1974;4;29;18;-3;;;;;;12;;90;90;;;;;;;100
447500;1974;4;30;0;-6;;;;;;9.9;;70;70;;;;;;;100
447500;1974;4;30;6;-2;;;;;;19;;60;60;;;;;;;100
