Year;Month;Day;Hour(utc);301;365
1976;6;22;18;3.071753;318.60638
1976;6;23;0;0.41981882;182.00868
1976;6;23;6;3.277014;136.06165
1976;6;23;12;5.0493293;129.7635
1976;6;23;18;4.1298466;140.78377
1976;6;24;0;5.2582455;132.27275
1976;6;24;6;6.4676003;120.57147
1976;6;24;12;5.205145;119.57558
1976;6;24;18;4.426141;108.46849
1976;6;25;0;5.715809;131.79515
1976;6;25;6;4.4657493;141.85384
1976;6;25;12;3.3173285;129.13942
1976;6;25;18;3.222051;140.35918
1976;6;26;0;4.944879;134.47197
1976;6;26;6;6.3665724;155.96576
1976;6;26;12;4.63737;181.92633
1976;6;26;18;3.594059;234.12798
1976;6;27;0;2.8756282;228.18983
1976;6;27;6;1.8406278;172.84581
1976;6;27;12;1.3145665;155.74731
1976;6;27;18;0.47236118;64.21585
1976;6;28;0;4.0296397;105.830765
1976;6;28;6;6.083165;113.108246
1976;6;28;12;3.972202;122.705826
1976;6;28;18;2.7378438;96.9801
1976;6;29;0;1.913346;92.2449
1976;6;29;6;1.7608716;89.13214
1976;6;29;12;0.87751716;114.83183
1976;6;29;18;1.2304415;136.1698
1976;6;30;0;3.8997889;157.07228
1976;6;30;6;3.2773619;171.20053
1976;6;30;12;2.186135;235.01775
1976;6;30;18;3.2378547;267.27017
1976;7;1;0;3.9480171;210.988
1976;7;1;6;5.60334;171.90544
1976;7;1;12;5.8961163;189.21823
1976;7;1;18;5.445167;173.16873
1976;7;2;0;5.6987805;168.84628
1976;7;2;6;5.5307856;171.76389
1976;7;2;12;4.4124174;184.54932
1976;7;2;18;3.8262424;156.76517
1976;7;3;0;7.0403876;141.73096
1976;7;3;6;10.357337;152.4102
1976;7;3;12;11.069757;159.01486
1976;7;3;18;11.7213335;149.59601
1976;7;4;0;13.916722;138.74908
1976;7;4;6;12.158749;130.9686
1976;7;4;12;8.167543;119.27016
1976;7;4;18;9.201419;135.73367
1976;7;5;0;11.422669;139.67741
1976;7;5;6;11.502036;144.21106
1976;7;5;12;12.169431;145.80368
1976;7;5;18;10.566436;148.00104
1976;7;6;0;10.188696;149.90558
1976;7;6;6;9.729946;141.92784
1976;7;6;12;9.609509;122.02832
1976;7;6;18;8.326412;110.063614
1976;7;7;0;10.105086;123.31172
1976;7;7;6;10.580528;134.78864
1976;7;7;12;12.619982;135.40947
1976;7;7;18;10.567717;135.52281
1976;7;8;0;8.214288;127.34503
1976;7;8;6;8.98689;126.03334
1976;7;8;12;5.9990034;140.25798
1976;7;8;18;3.1273925;148.58078
1976;7;9;0;4.097543;142.35622
1976;7;9;6;4.850719;146.81929
1976;7;9;12;3.6974592;155.8422
1976;7;9;18;4.529136;146.57889
1976;7;10;0;6.4616966;148.53033
1976;7;10;6;6.0665364;150.68779
1976;7;10;12;5.285319;160.21646
1976;7;10;18;3.6142101;158.05875
1976;7;11;0;5.2977366;133.53673
1976;7;11;6;6.0915527;135.56456
1976;7;11;12;6.448237;133.90778
1976;7;11;18;6.569406;142.69974
1976;7;12;0;6.230389;168.60527
1976;7;12;6;5.3135924;174.23499
1976;7;12;12;2.3295455;188.07953
1976;7;12;18;2.1753674;216.69688
1976;7;13;0;2.81023;199.34747
1976;7;13;6;3.7169023;206.13776
1976;7;13;12;3.7103484;211.80682
1976;7;13;18;3.8911924;214.2026
1976;7;14;0;2.501015;275.53604
1976;7;14;6;1.5179372;303.49173
1976;7;14;12;3.261163;233.15355
1976;7;14;18;4.031786;315.12674
1976;7;15;0;4.590799;336.28003
1976;7;15;6;0.6283769;21.219238
1976;7;15;12;2.4724548;12.358276
1976;7;15;18;4.4441075;2.4022827
1976;7;16;0;4.3370004;359.6249
1976;7;16;6;2.9430017;34.92276
1976;7;16;12;3.9852695;15.845276
1976;7;16;18;3.6160529;130.72945
1976;7;17;0;6.741994;158.40027
1976;7;17;6;7.2486258;173.44058
1976;7;17;12;5.9382358;212.75116
1976;7;17;18;4.959992;259.5978
1976;7;18;0;2.936307;249.33656
1976;7;18;6;4.8586555;132.99435
1976;7;18;12;6.2826114;141.1226
1976;7;18;18;6.5741577;160.40033
1976;7;19;0;7.851326;163.36858
1976;7;19;6;7.939707;207.9199
1976;7;19;12;8.503265;187.37451
1976;7;19;18;7.655588;182.9439
1976;7;20;0;6.156229;184.59247
1976;7;20;6;6.1892557;169.56078
1976;7;20;12;5.432052;186.99614
1976;7;20;18;4.020096;228.83197
1976;7;21;0;2.2085;196.65408
1976;7;21;6;1.0710014;232.87689
1976;7;21;12;3.317984;251.31004
1976;7;21;18;1.8604654;203.75589
1976;7;22;0;5.018542;133.67099
1976;7;22;6;8.308908;139.82185
1976;7;22;12;12.405953;145.33621
1976;7;22;18;8.082402;166.77527
1976;7;23;0;6.730676;189.36688
1976;7;23;6;7.122161;202.39911
1976;7;23;12;4.073061;211.142
1976;7;23;18;3.6691031;201.77933
1976;7;24;0;3.438467;167.59451
1976;7;24;6;4.7399206;189.93535
1976;7;24;12;4.1570287;167.69681
1976;7;24;18;5.273369;145.30157
